,name,disc,college
1961,Mechanics of Laminated composite structure,Mechanical Engineering,IIT Kanpur
1962,Advanced manufacturing process for micro system fabrication,Mechanical Engineering,IIT Kanpur
1963,Micro fluidics,Mechanical Engineering,IIT Kharagpur
1964,Operations Management,Mechanical Engineering,IIT Roorkee
1965,Advanced Strength of Materials,Mechanical Engineering,IIT Bombay
1966,Theory of Production Processes,Mechanical Engineering,IIT Roorkee
1967,Dynamics of Machines,Mechanical Engineering,IIT Bombay
1968,Introduction to Composites,Mechanical Engineering,IIT Kanpur
1969,Automatic Control,Mechanical Engineering,IIT Roorkee
1970,Heat and Mass Transfer,Mechanical Engineering,IIT Bombay
1971,Failure Analysis and Prevention ,Mechanical Engineering,IIT Roorkee
1972,Robotics,Mechanical Engineering,IIT Bombay
1973,Mechanical Measurement System,Mechanical Engineering,IIT Roorkee
1974,Robotics,Mechanical Engineering,IIT Bombay
1975,Engineering Drawing,Mechanical Engineering,IIT Kanpur
1976,"Smart Material, Adaptive Structures and Intelligent Mechanical Systems - IITK",Mechanical Engineering,IIT Kanpur
1977,Vibrations of Structures,Mechanical Engineering,IIT Kharagpur
1978,Micro and nano scale energy transport,Mechanical Engineering,IIT Madras
1979,Electron diffraction and imaging,Mechanical Engineering,IIT Madras
1980,Sound Propagation Through Media,Mechanical Engineering,IIT Kanpur
1981,"Fundamentals of Surface Engineering: Mechanisms,Processes and Characterizations",Mechanical Engineering,IIT Roorkee
1982,Acoustic and Noise Control,Mechanical Engineering,IIT Madras
1983,Work System Design,Mechanical Engineering,IIT Roorkee
1984,Steel Quality : Role of Secondary Refining & Continuous Casting,Mechanical Engineering,IIT Madras
1985,Principles of Metal Forming Technology,Mechanical Engineering,IIT Roorkee
1986,X-ray Crystallography & Diffraction,Mechanical Engineering,IIEST Shibpur
1987,BioMEMS and Microsystems,Mechanical Engineering,IIT Kanpur
1988,Fluid Machines,Mechanical Engineering,IIT Kharagpur
1989,Radiative Heat Transfer,Mechanical Engineering,IIT Roorkee
1990,Weldability of Metals,Mechanical Engineering,IIT Roorkee
1991,Manufacturing Guidelines for Product Design,Mechanical Engineering,IIT Roorkee
1992,Computer numerical control (CNC) of machine tools and processes,Mechanical Engineering,IIT Kharagpur
1993,Inspection and Quality Control in Manufacturing,Mechanical Engineering,IIT Roorkee
1994,Manufacturing Systems Technology Part I,Mechanical Engineering,IIT Kanpur
1995,"Non Traditional Abrasive Machining Processes- Ultrasonic, Abrasive Jet and Abrasive Water Jet Machining",Mechanical Engineering,IIT Kharagpur
1996,Financial Mathematics,Mechanical Engineering,IIT Roorkee
1997,Manufacturing systems technology part II,Mechanical Engineering,IIT Kanpur
1998,Transport Phenomena in Materials,Mechanical Engineering,IIT Madras
1999,A short lecture series on contour integration in the complex plane,Mechanical Engineering,IISc Bangalore
2000,Continuum Mechanics,Mechanical Engineering,IIT Guwahati
2001,Introduction to Materials Science and Engineering,Metallurgy and Material Science,IIT Delhi
2002,"Phase field modelling: the materials science, mathematics and computational aspects",Metallurgy and Material Science,IIT Bombay
2003,"Dealing with materials data : collection, analysis and interpretation",Metallurgy and Material Science,IIT Bombay
2004,Aqueous Corrosion and Its Control,Metallurgy and Material Science,IIT Bombay
2005,Cathodic Protection Engineering,Metallurgy and Material Science,IIT Bombay
2006,Advances in Corrosion Engineering,Metallurgy and Material Science,IISc Bangalore
2007,Diffusion in solids,Metallurgy and Material Science,IISc Bangalore
2008,Introduction to Crystallographic texture and related phenomenon,Metallurgy and Material Science,IISc Bangalore
2009,Metals Biotechnology,Metallurgy and Material Science,IISc Bangalore
2010,Biomaterials for bone tissue engineering applications,Metallurgy and Material Science,IISc Bangalore
2011,Advanced Metallurgical Thermodynamics,Metallurgy and Material Science,IIT Madras
2012,Ironmaking,Metallurgy and Material Science,IISc Bangalore
2013,Introduction to Materials Science and Engineering,Metallurgy and Material Science,IIT Madras
2014,Material Characterization,Metallurgy and Material Science,IIT Madras
2015,Friction and wear of materials: principles and case studies,Metallurgy and Material Science,IIT Roorkee
2016,Advanced ceramics for strategic applications,Metallurgy and Material Science,IIT Kharagpur
2017,Physics of Materials,Metallurgy and Material Science,IIT Madras
2018,Physics of Materials,Metallurgy and Material Science,IIT Madras
2019,Non-ferrous Extractive Metallurgy,Metallurgy and Material Science,IIT Kharagpur
2020,Principles of Physical Metallurgy,Metallurgy and Material Science,IIT Kharagpur
2021,Principles of Physical Metallurgy,Metallurgy and Material Science,IIT Kharagpur
2022,Processing of Semiconducting Materials,Metallurgy and Material Science,IIT Kharagpur
2023,Surface Engineering of Nanomaterials,Metallurgy and Material Science,IIT Roorkee
2024,Advanced Characterization Techniques,Metallurgy and Material Science,IIT Kanpur
2025,Science and Technology of Polymers,Metallurgy and Material Science,IIT Kharagpur
2026,Electroceramics,Metallurgy and Material Science,IIT Kanpur
2027,Electroceramics,Metallurgy and Material Science,IIT Kanpur
2028,Material Science and Engineering,Metallurgy and Material Science,IIT Roorkee
2029,Fuels Refractory and Furnaces,Metallurgy and Material Science,IIT Kanpur
2030,Introduction to Biomaterials,Metallurgy and Material Science,IIT Kanpur
2031,Structural Analysis of Nanomaterials,Metallurgy and Material Science,IIT Roorkee
2032,Materials and Energy balance in Metallurgical Processes,Metallurgy and Material Science,IIT Kanpur
2033,Optoelectronic Materials and Devices,Metallurgy and Material Science,IIT Kanpur
2034,Steel Making,Metallurgy and Material Science,IIT Kanpur
2035,Structure of Materials,Metallurgy and Material Science,IIT Kanpur
2036,Fundamentals of electronic device fabrication,Metallurgy and Material Science,IIT Madras
2037,Fundamentals of optical and scanning electron microscopy,Metallurgy and Material Science,IIT Madras
2038,Fundamentals of electronic materials and devices,Metallurgy and Material Science,IIT Madras
2039,Introduction to Reciprocal Space,Metallurgy and Material Science,IIT Madras
2040,Analysis and Modeling of Welding,Metallurgy and Material Science,IIT Madras
2041,Thermo-Mechanical And Thermo-Chemical Processes,Metallurgy and Material Science,IIT Roorkee
2042,Welding Metallurgy,Metallurgy and Material Science,IIT Roorkee
2043,Fundamentals of X-ray diffraction and Transmission electron microscopy,Metallurgy and Material Science,IIT Madras
2044,Theory and Practice of Non Destructive Testing,Metallurgy and Material Science,IIT Madras
2045,Modeling of tundish steelmaking process in continuous casting,Metallurgy and Material Science,IIT Roorkee
2046,Defects in Materials,Metallurgy and Material Science,IIT Madras
2047,Advanced Materials and Processes,Metallurgy and Material Science,IIT Kharagpur
2048,Elementary Stereology for Quantitative Metallography,Metallurgy and Material Science,IIT Madras
2049,Welding of Advanced High Strength Steels for Automotive Applications,Metallurgy and Material Science,IIT Madras
2050,Welding Processes,Metallurgy and Material Science,IIT Madras
2051,Creep deformation of materials,Metallurgy and Material Science,IIT Madras
2052,"Nanotechnology, Science and Applications",Metallurgy and Material Science,IIT Madras
2053,Powder Metallurgy,Metallurgy and Material Science,IIT Madras
2054,Carbon Materials and Manufacturing,Metallurgy and Material Science,IIT Mandi
2055,Principles of polymer synthesis,Metallurgy and Material Science,IIT Kharagpur
2056,Mechanical Behavior of Materials,Metallurgy and Material Science,IIT Madras
2057,Advanced Materials and Processes,Metallurgy and Material Science,IIT Kharagpur
2058,Aluminium based Alloys and Metal Matrix Composites,Metallurgy and Material Science,IIT Madras
2059,"Fuel,furnace and Refractory",Metallurgy and Material Science,IIT Kanpur
2060,Welding science and technology(In Tamil) இணைப்பியலின் தொழில்நுட்பமும் அதன் அறிவியலும்,Metallurgy and Material Science,IIT Madras
2061,Steel Making,Metallurgy and Material Science,IIT Kanpur
2062,Materials and Heat Balance in Metallurgical Processes,Metallurgy and Material Science,IIT Kanpur
2063,Environmental Degradation of Materials,Metallurgy and Material Science,IIT Kanpur
2064,Surface Engineering for Corrosion and Wear Resistance Application,Metallurgy and Material Science,IIT Kharagpur
2065,Phase Diagrams in Materials Science and Engineering,Metallurgy and Material Science,IIT Kanpur
2066,Fundamentals of Material Processing - I,Metallurgy and Material Science,IIT Kanpur
2067,Computational Approach to Materials Science and Engineering,Metallurgy and Material Science,IIT Bombay
2068,Heat Treatment and Surface Hardening - I,Metallurgy and Material Science,IIT Kanpur
2069,Ironmaking and Steelmaking,Metallurgy and Material Science,IIT Kharagpur
2070,Phase Transformations and Heat Treatment,Metallurgy and Material Science,IIT Bombay
2071,Fundamentals of Material Processing - Part 2,Metallurgy and Material Science,IIT Kanpur
2072,Non _ Metallic Materials,Metallurgy and Material Science,IIT Kharagpur
2073,Nature And Properties Of Materials-An Introductory Course,Metallurgy and Material Science,IIT Kanpur
2074,Scanning Electron / Ion / Probe Microscopy in Materials Characterization,Metallurgy and Material Science,IIT Kharagpur
2075,Techniques of Material Characterization,Metallurgy and Material Science,IIT Kharagpur
2076,Electrochemical Energy Storage,Metallurgy and Material Science,IIT Kharagpur
2077,Texture in Materials,Metallurgy and Material Science,IIT Kharagpur
2078,Bulk Material Transport and Handling Systems,Metallurgy and Material Science,IIT Kharagpur
2079,Defects in Crystalline Solids (Part-I),Metallurgy and Material Science,IIT Kanpur
2080,Environmental Degradation and Surface Engineering,Metallurgy and Material Science,IIT Kharagpur
2081,Corrosion - Part I,Metallurgy and Material Science,IIT Kanpur
2082,"Fracture, Fatigue and Failure of Materials",Metallurgy and Material Science,IIT Kharagpur
2083,Mine Closure and Sustainability Planning,Metallurgy and Material Science,IIT Kharagpur
2084,"Solar Photovoltaics: Principles, Technologies & Materials",Metallurgy and Material Science,IIT Kanpur
2085,Defects in Crystalline Solids (Part-II),Metallurgy and Material Science,IIT Kanpur
2086,Corrosion - Part II,Metallurgy and Material Science,IIT Kanpur
2087,Fundamentals and Applications of Dielectric Ceramics,Metallurgy and Material Science,IIT Kanpur
2088,Introduction to crystal elasticity and crystal plasticity,Metallurgy and Material Science,IIT Guwahati
2089,Properties of Materials (Nature and Properties of Materials : III),Metallurgy and Material Science,IIT Kanpur
2090,Diffusion in Multicomponent Solids,Metallurgy and Material Science,IIT Kanpur
2091,Corrosion Failures and Analysis,Metallurgy and Material Science,IIT Kanpur
2092,Nanomaterials and their Properties,Metallurgy and Material Science,IIT Kanpur
2093,Mechanical Behaviour of Materials (Part – I),Metallurgy and Material Science,IIT Kanpur
2094,"Mechanical Behaviour of Materials (Part - II)
",Metallurgy and Material Science,IIT Kanpur
2095,Electronic Properties of the Materials: Computational Approach,Metallurgy and Material Science,IIT Kanpur
2096,Design of Offshore Structures,Ocean Engineering,IIT Madras
2097,Foundation for Offshore Structures,Ocean Engineering,IIT Madras
2098,"Health,Safety and Environmental Management in Petroleum and Offshore Engineering",Ocean Engineering,IIT Madras
2099,Port and Harbour Structures,Ocean Engineering,IIT Madras
2100,Elements of Ocean Engineering,Ocean Engineering,IIT Kharagpur
2101,Ship Resistance and Propulsion,Ocean Engineering,IIT Madras
2102,Hydrostatics and Stability,Ocean Engineering,IIT Kharagpur
2103,Marine Construction and Welding,Ocean Engineering,IIT Kharagpur
2104,"Wave simulation, measurement and analysis",Ocean Engineering,IIT Madras
2105,Marine Hydrodynamics,Ocean Engineering,IIT Kharagpur
2106,Seakeeping & Manoeuvring,Ocean Engineering,IIT Kharagpur
2107,Coastal Engineering,Ocean Engineering,IIT Madras
2108,Wave Hydrodynamics,Ocean Engineering,IIT Madras
2109,Ocean Structures and Materials,Ocean Engineering,IIT Madras
2110,Dynamics of Ocean Structures,Ocean Engineering,IIT Madras
2111,Advanced Marine Structures,Ocean Engineering,IIT Madras
2112,Dynamics of Ocean Structures,Ocean Engineering,IIT Madras
2113,"Health, Safety and Environmental Management in Offshore and Petroleum Engineering",Ocean Engineering,IIT Madras
2114,Risk and Reliability of offshore structures,Ocean Engineering,IIT Madras
2115,HSE for offshore and petroleum engineers-Practices,Ocean Engineering,IIT Madras
2116,Offshore Structures Under Special Loads Including Fire Resistance,Ocean Engineering,IIT Madras
2117,Computer Methods Of Structural Analysis Of Offshore Structures,Ocean Engineering,IIT Madras
2118,Structural Health Monitoring,Ocean Engineering,IIT Madras
2119,Advanced design of steel structures,Ocean Engineering,IIT Madras
2120,Applied Thermodynamics for Marine Systems,Ocean Engineering,IIT Kharagpur
2121,Performance of Marine Vehicles at Sea,Ocean Engineering,IIT Kharagpur
2122,Strength and Vibration of Marine Structures,Ocean Engineering,IIT Kharagpur
2123,Water Economics and Governance,Ocean Engineering,IIT Kharagpur
2124,Marine Propulsion,Ocean Engineering,IIT Kharagpur
2125,Numerical Ship and Offshore Hydrodynamics,Ocean Engineering,IIT Kharagpur
2126,Control System Design,Physics,IISc Bangalore
2127,Special/Select Topics in Atomic Physics,Physics,IIT Madras
2128,Classical Field Theory,Physics,IIT Madras
2129,Topics in Nonlinear Dynamics,Physics,IIT Madras
2130,Condensed Matter Physics,Physics,IIT Madras
2131,Quantum Field Theory,Physics,IIT Madras
2132,Quantum Mechanics I,Physics,IIT Madras
2133,Special/Select Topics in Classical Mechanics,Physics,IIT Madras
2134,Astrophysics & Cosmology,Physics,IIT Kharagpur
2135,Fiber Optics,Physics,IIT Roorkee
2136,Random Matrix Theory and Applications,Physics,IIT Kharagpur
2137,Bonds and Bands in Solids,Physics,IISc Bangalore
2138,Advanced NMR Techniques in Solution and Solid-State,Physics,IISc Bangalore
2139,Special/Select Topics in the Theory of Atomic Collisions and Spectroscopy,Physics,IIT Madras
2140,Selected Topics in Mathematical Physics,Physics,IIT Madras
2141,NUCLEAR REACTORS AND SAFETY- AN INTRODUCTION,Physics,IIT Madras
2142,Physical Applications of Stochastic Processes,Physics,IIT Madras
2143," Mechanics, heat oscillations and waves",Physics,IIT Madras
2144,Nuclear Physics: Fundamentals and Applications,Physics,IIT Kanpur
2145,Nonequilibrium Statistical Mechanics,Physics,IIT Madras
2146,"Solar Photovoltaics Fundamentals, Technology And Applications",Physics,IIT Roorkee
2147,Introduction to Atmospheric and Space Sciences,Physics,IIT Roorkee
2148,Optical Sensors,Physics,IIT Roorkee
2149,Advanced Statistical Mechanics,Physics,IIT Guwahati
2150,Characterization of Materials,Physics,IIT Guwahati
2151,Advanced Atmospheric Physics,Physics,IIT Roorkee
2152,Nuclear Astrophysics,Physics,IIT Roorkee
2153,Osillation and Wave,Physics,IIT Kharagpur
2154,Applied Optics,Physics,IIT Roorkee
2155,Mathematical Physics - 1,Physics,IIT Guwahati
2156,Electronics,Physics,IIT Delhi
2157,Physics of Magnetic Recording and Recording Media,Physics,IIT Guwahati
2158,Spintronics: Physics and Technology,Physics,IIT Guwahati
2159,Statistical Mechanics,Physics,IIT Madras
2160,Nuclear Science & Engineering,Physics,IIT Delhi
2161,Plasma Physics: Fundamentals and Applications,Physics,IIT Delhi
2162,Quantum Electronics,Physics,IIT Delhi
2163,Computational Physics,Physics,IIT Madras
2164,Quantum Mechanics and Applications,Physics,IIT Delhi
2165,Waves and Oscillations,Physics,IIT Madras
2166,Fundamental concepts of semiconductors,Physics,IIT Delhi
2167,Mathematics methods in Physics-I,Physics,IIT Kharagpur
2168,Physics through Computational Thinking,Physics,IISER Bhopal
2169,Semiconductor Optoelectronics,Physics,IIT Delhi
2170,Classical mechanics: from newtonian to lagrangian formulation,Physics,IIT Kharagpur
2171,Electromagnetism,Physics,IISER Bhopal
2172,Atomic and Molecular Physics,Physics,IIT Bombay
2173,Solid state physics,Physics,IIT Kharagpur
2174,Introduction to Classical Mechanics,Physics,IIT Hyderabad
2175,Electrodynamics,Physics,IIT Bombay
2176,Atomic and Molecular Physics,Physics,IIT Kharagpur
2177,Fluid Dynamics for Astrophysics,Physics,IISER Pune
2178,Electromagnetic Theory,Physics,IIT Bombay
2179,Quantum Transport,Physics,IISER Thiruvananthapuram
2180,Statistical Mechanics,Physics,IISER Mohali
2181,Introduction to Physics of Nanoparticles and Nanostructures,Physics,IIT Bombay
2182,Solid State Physics,Physics,IISER Bhopal
2183,NonLinear Optics,Physics,IIT Bombay
2184,Modern Optics,Physics,IIT Kharagpur
2185,Introduction to Quantum Field Theory(Theory of Scalar Fields),Physics,IIT Hyderabad
2186,Ideas and methods in condensed matter theory,Physics,IIT Bombay
2187,Introduction to Non-linear Optics and its Applications,Physics,IIT Kharagpur
2188,Quantum Mechanics I,Physics,IIT Bombay
2189,Upstream LNG Technology,Physics,IIT Kharagpur
2190,Special Theory of Relativity,Physics,IIT Bombay
2191,Superconductivity,Physics,IIT Bombay
2192,Experimental Physics I,Physics,IIT Kharagpur
2193,Introduction to Electromagnetic Theory,Physics,IIT Kanpur
2194,Engineering Mechanics,Physics,IIT Kanpur
2195,Computational Science and Engineering Using Python,Physics,IIT Kanpur
2196,Introductory Quantum Mechanics,Physics,IIT Kanpur
2197,Experimental Physics - II,Physics,IIT Kharagpur
2198,Experimental Physics III,Physics,IIT Kharagpur
2199,Electronic Theory of Solids,Physics,IIT Kharagpur
2200,Physics of linear and nonlinear optical waveguides,Physics,IIT Kharagpur
2201,Physics of Renewable Energy Systems,Physics,IIT Kharagpur
2202,Thermal physics,Physics,IIT Kharagpur
2203,Concepts in Magnetism and Superconductivity,Physics,IIT Kharagpur
2204,Foundations of Classical Electrodynamics,Physics,IIT Kharagpur
2205,Introduction to Solid State Physics,Physics,IIT Kanpur
2206,Physics of Turbulence,Physics,IIT Kanpur
2207,Introduction to Astrophysical Fluids,Physics,IIT Kanpur
2208,Nuclear and Particle Physics,Physics,IIT Guwahati
2209,Advanced Condensed Matter Physics,Physics,IIT Guwahati
2210,Advanced Quantum Mechanics with Applications,Physics,IIT Guwahati
2211,A brief course on Superconductivity,Physics,IIT Guwahati
2212,Introduction To Statistical Mechanics,Physics,IIT Guwahati
2213,Numerical Methods And Simulation Techniques For Scientists And Engineers,Physics,IIT Guwahati
2214,Theoretical Mechanics,Physics,IIT Guwahati
2215,Solar Energy Engineering and Technology,Physics,IIT Guwahati
2216,Semiconductor Optoelectronics,Physics,IIT Delhi
2217,Quantum Technology and Quantum Phenomena in Macroscopic Systems,Physics,IIT Guwahati
2218,Dynamics of Classical and Quantum Fields,Physics,IIT Guwahati
2219,Quantum Information and Computing,Physics,IIT Bombay
2220,"
Introduction to LASER",Physics,IIT Delhi
2221,Theory of groups for physics applications,Physics,IIT Bombay
2222,Quantum Mechanics I,Physics,IIT Bombay
2223,Path Integral and functional methods in quantum field theory,Physics,IIT Bombay
2224,Physics of Biological Systems,Physics,IIT Bombay
2225,Group Theory methods in Physics,Physics,IIT Bombay
2226,Neutron Scattering for Condensed Matter Studies,Physics,IIT Bombay
2227,Accelerator Physics,Physics,IIT Bombay
2228,Relativistic Quantum Mechanics,Physics,IISc Bangalore
2229,Natural Dyes,Textile Engineering,IIT Kanpur
2230,Textile Effluent and its Management,Textile Engineering,IIT Kanpur
2231,Natural Dyes,Textile Engineering,IIT Kanpur
2232,Fabric Manufacture - I,Textile Engineering,IIT Delhi
2233,High Performance and Specialty Fibres,Textile Engineering,IIT Delhi
2234,Knitting Technology,Textile Engineering,IIT Delhi
2235,Manufactured Fibre Technology,Textile Engineering,IIT Delhi
2236,Mechanics of Textile Machinery,Textile Engineering,IIT Delhi
2237,Nonwoven Technology,Textile Engineering,IIT Delhi
2238,Textile chemical Processing: Theory and practice of Preparatory Processes,Textile Engineering,IIT Delhi
2239,Shuttleless Weaving,Textile Engineering,IIT Delhi
2240,Quality Control in Textile Industry,Textile Engineering,IIT Delhi
2241,Textile Fibres,Textile Engineering,IIT Delhi
2242,Textile Testing,Textile Engineering,IIT Delhi
2243,Theory of Yarn Structures,Textile Engineering,IIT Delhi
2244,Yarn Manufacture - II,Textile Engineering,IIT Delhi
2245,Science of Clothing Comfort,Textile Engineering,IIT Delhi
2246,Yarn manufacture I : Principle of Carding and Drawing,Textile Engineering,IIT Delhi
2247,Evaluation of Textile Materials,Textile Engineering,IIT Delhi
2248,Testing of Functional and Technical Textiles,Textile Engineering,IIT Delhi
2249,Theory of Yarn Structure,Textile Engineering,IIT Delhi
2250,Advanced Textile Printing Technology,Textile Engineering,IIT Delhi
2251,Textured Yarn Technology,Textile Engineering,IIT Delhi
2252,Textile Finishing,Textile Engineering,IIT Delhi
2253,"Principles of Combing, Roving preparation & Ring spinning",Textile Engineering,IIT Delhi
2254,Science and Technology of Weft and Warp Knitting,Textile Engineering,IIT Delhi
2255,Technical Textiles,Textile Engineering,IIT Delhi
2256,Textile Product Design and Development,Textile Engineering,IIT Delhi
2257,Transmission Lines and EM Waves,Electronics & Communication Engineering,IIT Bombay
2258,Digital Switching - I,Electronics & Communication Engineering,IIT Kanpur
2259,Transmission Lines and EM Waves,Electronics & Communication Engineering,IIT Bombay
2260,An Introduction to Information Theory,Electronics & Communication Engineering,IIT Kanpur
2261,VLSI Design,Electronics & Communication Engineering,IIT Bombay
2262,VLSI Design Verification and test,Electronics & Communication Engineering,IIT Guwahati
2263,Design of Power Electronic Converters,Electronics & Communication Engineering,IIT Guwahati
2264,Operation and Planning of Power Distribution Systems,Electronics & Communication Engineering,IIT Guwahati
2265, CMOS Analog VLSI Design,Electronics & Communication Engineering,IIT Bombay
2266,Analog Circuits,Electronics & Communication Engineering,IIT Bombay
2267,Microwave Integrated Circuits,Electronics & Communication Engineering,IIT Bombay
2268,Foundations of Wavelets and Multirate Digital Signal Processing ,Electronics & Communication Engineering,IIT Bombay
2269,Biophotonics,Electronics & Communication Engineering,IISc Bangalore
2270,Circuits for Analog System Design,Electronics & Communication Engineering,IISc Bangalore
2271,Digital System design with PLDs and FPGAs,Electronics & Communication Engineering,IISc Bangalore
2272,Error Correcting Codes,Electronics & Communication Engineering,IISc Bangalore
2273,Nanoelectronics: Devices and Materials,Electronics & Communication Engineering,IISc Bangalore
2274,Pattern Recognition,Electronics & Communication Engineering,IISc Bangalore
2275,Advanced Antenna Theory,Electronics & Communication Engineering,IIT Roorkee
2276,Basics of software-defined radios and practical applications,Electronics & Communication Engineering,IIT Roorkee
2277,Analog IC Design,Electronics & Communication Engineering,IIT Madras
2278,Coding Theory,Electronics & Communication Engineering,IIT Madras
2279,Semiconductor Device Modeling,Electronics & Communication Engineering,IIT Madras
2280,VLSI Data Conversion Circuits,Electronics & Communication Engineering,IIT Madras
2281,Analog IC Design,Electronics & Communication Engineering,IIT Madras
2282,Information Theory and Coding,Electronics & Communication Engineering,IISc Bangalore
2283,Analog Circuits and Systems 1,Electronics & Communication Engineering,IISc Bangalore
2284,Digital Video Signal Processing,Electronics & Communication Engineering,IIT Kanpur
2285,Semiconductor Optical Communication Components and Devices,Electronics & Communication Engineering,IIT Kanpur
2286,Analog Circuits,Electronics & Communication Engineering,IIT Roorkee
2287,Basic Electronics,Electronics & Communication Engineering,IIT Roorkee
2288,LDPC and Polar Codes in 5G Standard,Electronics & Communication Engineering,IIT Madras
2289,Design and Simulation of DC-DC converters using  open source tools,Electronics & Communication Engineering,IISc Bangalore
2290,Digital Circuits and Systems,Electronics & Communication Engineering,IIT Madras
2291,Electronics for Analog Signal Processing - I,Electronics & Communication Engineering,IIT Madras
2292,Electronics for Analog Signal Processing - II,Electronics & Communication Engineering,IIT Madras
2293,Queuing Systems,Electronics & Communication Engineering,IIT Guwahati
2294,High Speed Devices and Circuits,Electronics & Communication Engineering,IIT Madras
2295,Signal Detection and Estimation Theory,Electronics & Communication Engineering,IIT Guwahati
2296,Principles of Communication,Electronics & Communication Engineering,IIT Madras
2297,Solid State Devices,Electronics & Communication Engineering,IIT Madras
2298,VLSI Circuits,Electronics & Communication Engineering,IIT Madras
2299,Enclosure design of electronics equipment,Electronics & Communication Engineering,IISc Bangalore
2300,VLSI Technology,Electronics & Communication Engineering,IIT Madras
2301,Design of photovoltaic systems,Electronics & Communication Engineering,IISc Bangalore
2302,Fundamentals of micro and nanofabrication,Electronics & Communication Engineering,IISc Bangalore
2303,Photonic integrated circuits,Electronics & Communication Engineering,IISc Bangalore
2304,Adaptive Signal Processing,Electronics & Communication Engineering,IIT Kharagpur
2305,Communication Networks and Switching,Electronics & Communication Engineering,IIT Kharagpur
2306,Pattern Recognition,Electronics & Communication Engineering,IIT Madras
2307,Neural Science for Engineers,Electronics & Communication Engineering,IISc Bangalore
2308,Digital Communication,Electronics & Communication Engineering,IIT Kharagpur
2309,Digital Computer Organization,Electronics & Communication Engineering,IIT Kharagpur
2310,Digital Image Processing,Electronics & Communication Engineering,IIT Kharagpur
2311,Digital Systems Design,Electronics & Communication Engineering,IIT Kharagpur
2312,Digital Voice & Picture Communication,Electronics & Communication Engineering,IIT Kharagpur
2313,MEMS and Microsystems,Electronics & Communication Engineering,IIT Kharagpur
2314,Multimedia processing,Electronics & Communication Engineering,IIT Kharagpur
2315,RF Integrated Circuits,Electronics & Communication Engineering,IIT Delhi
2316,Neural Networks and Applications,Electronics & Communication Engineering,IIT Kharagpur
2317,Basic Electrical Circuits,Electronics & Communication Engineering,IIT Hyderabad
2318,Probability and Random Processes,Electronics & Communication Engineering,IIT Kharagpur
2319,Advanced Logic Synthesis,Electronics & Communication Engineering,IIT Madras
2320,ARM Based Development,Electronics & Communication Engineering,IIT Madras
2321,Embedded Software Testing,Electronics & Communication Engineering,IIT Madras
2322,Linux Programming & Scripting,Electronics & Communication Engineering,IIT Madras
2323,Digital Circuits and Systems,Electronics & Communication Engineering,IIT Madras
2324,Networks and Systems(Course sponsored by Aricent),Electronics & Communication Engineering,IIT Madras
2325,Digital Image Processing,Electronics & Communication Engineering,IIT Kanpur
2326,Digital Signal Processing,Electronics & Communication Engineering,IIT Kanpur
2327,High Speed Semiconductor Devices,Electronics & Communication Engineering,IIT Kanpur
2328,Microcontrollers and Applications,Electronics & Communication Engineering,IIT Kanpur
2329,Adv. Digital Signal Processing - Multirate and wavelets,Electronics & Communication Engineering,IIT Bombay
2330,Advanced Optical Communication,Electronics & Communication Engineering,IIT Bombay
2331,Signals and Systems,Electronics & Communication Engineering,IIT Kanpur
2332,Advanced VLSI Design,Electronics & Communication Engineering,IIT Bombay
2333,Digital Protection of Power System,Electronics & Communication Engineering,IIT Roorkee
2334,Pattern Recognition and Application,Electronics & Communication Engineering,IIT Kharagpur
2335,Physics of Nanoscale Devices,Electronics & Communication Engineering,IIT Roorkee
2336,Basic Electronics,Electronics & Communication Engineering,IIT Guwahati
2337,Digital Circuits,Electronics & Communication Engineering,IIT Guwahati
2338,Electromagnetic Fields,Electronics & Communication Engineering,IIT Guwahati
2339,IC Technology,Electronics & Communication Engineering,IIT Guwahati
2340,Probability and Random Processes,Electronics & Communication Engineering,IIT Guwahati
2341,Basic Tools of Microwave Engineering,Electronics & Communication Engineering,IIT Kharagpur
2342,Advanced 3G and 4G Wireless Mobile Communications,Electronics & Communication Engineering,IIT Kanpur
2343,Circuit Analysis for Analog Designers,Electronics & Communication Engineering,IIT Madras
2344,Design and Analysis of VLSI Subsystems,Electronics & Communication Engineering,IIT Madras
2345,Digital Switching,Electronics & Communication Engineering,IIT Kanpur
2346,Basic Building Blocks of Microwave Engineering,Electronics & Communication Engineering,IIT Kharagpur
2347,Communication Engineering,Electronics & Communication Engineering,IIT Delhi
2348,Satellite Communication Systems,Electronics & Communication Engineering,IIT Kharagpur
2349,Digital Signal Processing,Electronics & Communication Engineering,IIT Delhi
2350,Fundamentals of MIMO Wireless Communication,Electronics & Communication Engineering,IIT Kharagpur
2351,Semiconductor Devices,Electronics & Communication Engineering,IIT Delhi
2352,Audio System Engineering,Electronics & Communication Engineering,IIT Kharagpur
2353,Wireless Communication,Electronics & Communication Engineering,IIT Delhi
2354,Discrete Time Signal Processing,Electronics & Communication Engineering,IIT Kharagpur
2355,Digital Image Processing,Electronics & Communication Engineering,IIT Kharagpur
2356,Spread Spectrum Communications and Jamming,Electronics & Communication Engineering,IIT Kharagpur
2357,Digital VLSI Testing,Electronics & Communication Engineering,IIT Kharagpur
2358,Design Principles of RF and Microwave Filters and Amplifiers,Electronics & Communication Engineering,IIT Kharagpur
